data_domain,table_name,columns,comments,source,source_url,released_on,updated_on,rows_count,business_metadata
MSME,msme_india_mth_grp_bankcredit_view,"year, month, sector, group_name, effective_date, outstanding_as_on, unit, released_on, updated_on, data_source, date_stamp, month_numeric, fiscal_year",,Reserve Bank of India,https://www.rbi.org.in/scripts/Data_Sectoral_Deployment.aspx,2025-05-30 00:00:00,2025-06-18 00:00:00,14829,Credit growth and performance of MSME sectors across time.
MSME,msme_india_mth_subgrp_bankcredit_view,"year, month, sector, group_name, subgroup, effective_date, outstanding_as_on, unit, released_on, updated_on, data_source, date_stamp, month_numeric, fiscal_year",Filtered MSME monthly subgroup-level bank credit data excluding null subgroup entries.,Reserve Bank of India,https://www.rbi.org.in/scripts/Data_Sectoral_Deployment.aspx,2025-05-30 00:00:00,2025-10-31 17:58:52.494418,6843,"Provides detailed MSME monthly subgroup-level bank credit information across sectors and groups, derived from RBI sectoral deployment data."
GDP,gdp_india_fy_estimates_view,"year, value_in_cr_const, growth_rate_const, value_in_cr_current, growth_rate_current, data_updated_date",ANNUAL GDP ESTIMATES VIEW - Filtered records where is_gdp_flag = TRUE.,MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-10-31 18:08:11.283083,364,"This view provides annual GDP estimates at constant and current prices, including growth rates, derived from gdp_india_fy_item_estimates where is_gdp_flag = TRUE. It simplifies the GDP-level summary used for visualization and analysis under MoSPI National Accounts Division data."
E-Governance,aadhaar_biometric_monthly_data,"date, state, district, pincode, bio_age_5_17, bio_age_17_plus",Monthly Aadhaar biometric update data showing counts of biometric updates segmented by age groups (5–17 and 17+) across states and districts in India since May 2025.,Unique Identification Authority of India (UIDAI),https://aikosh.indiaai.gov.in/home/datasets/details/aadhaar_biometric_monthly_update_data.html,2025-05-16 00:00:00,2025-10-25 00:00:00,109743,"Structured national-level dataset that provides granular insights into Aadhaar biometric update patterns by geography and age group, useful for tracking enrolment activity and infrastructure reach."
Demography,aadhaar_demographic_monthly_data,"date, state, district, pincode, demo_age_5_17, demo_age_17_plus",Monthly Aadhaar demographic update data providing counts of demographic updates segmented by age groups (5–17 and 17+) across states and districts in India since January 2024.,Unique Identification Authority of India (UIDAI),https://aikosh.indiaai.gov.in/home/datasets/details/aadhaar_demographic_monthly_update_data.html,2024-01-16 00:00:00,2025-10-25 00:00:00,20911,"Structured national-level dataset offering insights into demographic Aadhaar update activity by region and age group, supporting analyses of population engagement with Aadhaar services."
"Healthcare, Wellness and Family Welfare",cghs_approved_hospital_data,"diagnostic_centre_name, diagnostic_centre_address, city_name","List of hospitals and diagnostic centres empanelled under the Central Government Health Scheme (CGHS) across India, including their names, addresses, and city information. Updated biannually.",Ministry of Health and Family Welfare | Government of India,https://aikosh.indiaai.gov.in/home/datasets/details/list_of_hospitals_empaneled_under_cghs_all_over_india.html,2025-05-16 00:00:00,2025-10-25 00:00:00,2601,"Structured dataset providing details of healthcare facilities approved under CGHS, enabling analysis of regional healthcare accessibility and network coverage for government employees and pensioners."
"Chemical, Mining and Natural Resources",ores_minerals_exports_yearly,"ores_and_minerals, measurement_unit, quantity_2015_16_revised, value_2015_16, quantity_2016_17_provisional, value_2016_17, quantity_2017_18_provisional, value_2017_18, note_quantity_2015_16, note_value_2015_16, note_quantity_2016_17, note_value_2016_17, note_quantity_2017_18, note_value_2017_18","Annual export statistics of various ores and minerals from India (excluding fuel, atomic, and minor minerals). Dataset includes quantities, values, and notations for provisional or revised figures for financial years 2015-16 to 2017-18.",Ministry of Mines | Government of India,https://aikosh.indiaai.gov.in/web/datasets/details/export_of_ores_and_minerals.html,2025-06-01 00:00:00,2025-10-25 00:00:00,141,"Structured dataset capturing India’s mineral export performance across multiple years, useful for assessing trade trends, resource economics, and export value contributions from the mining sector."
Industry Survey,asi_state_principal_characteristics,"nic_classification, year, state, sector, indicator, nic_code, nic_description, nic_type, value, unit, release_on, updated_on, data_source","Annual Survey of Industries (ASI) – State-wise principal characteristics for the year 2022-23, providing detailed indicators across industrial sectors, NIC classifications, and economic performance parameters.",Ministry of Statistics and Programme Implementation (MOSPI),https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?page=0&search=&product=ASI,2022-08-11 00:00:00,2025-10-25 00:00:00,290304,"Structured dataset from ASI capturing state-wise and sector-wise industrial characteristics, supporting analysis of industrial output, workforce, and sectoral composition across NIC classifications."
"Commerce, Finance, Banking and Insurance",port_dwell_time_month,"port_name, month, year, category, dwell_time, release_on, updated_on, data_source","Month-wise statistics on port dwell time across major Indian ports for the years 2021–2023. Dwell time measures how long cargo remains within port terminals, serving as a key indicator of port efficiency, trade facilitation, and logistics performance.","Ministry of Commerce and Industry, Government of India",https://www.data.gov.in/datasets_webservices/datasets/7358992,2025-09-01 00:00:00,2025-10-25 00:00:00,1047,"Structured national-level dataset capturing monthly cargo dwell time metrics across Indian ports, useful for analyzing port operational efficiency, trade bottlenecks, and logistics infrastructure performance."
"Transportation, Logistics and Mobility",vehicle_registrations_state,"state, year_2025, year_2024, year_2023, year_2022, year_2021, total","Annual statistics on vehicle registrations across Indian states and union territories from 2021 to 2025. The dataset provides insights into registration volumes over time, supporting analysis of mobility trends and transportation growth.","Ministry of Road Transport and Highways, Government of India",https://vahan.parivahan.gov.in/vahan4dashboard/,2025-08-23 00:00:00,2025-09-25 00:00:00,35,"Structured dataset showing annual vehicle registration counts by state/UT, sourced from the VAHAN dashboard. Useful for studying trends in vehicle growth, transport infrastructure planning, and state-level mobility analytics."
"Energy, Power and Renewable Resources",cumulative_capacity_state_month,"state, wind_power, small_hydro_power, bio_power, bagasse_bio_power, n_bagasse_waste_to_energy, waste_to_energy_(off-grid), solar_power(gm), roof_top, hybrid_solar, comp_off_grid_solar, total, month, year, data_source","Monthly state-wise renewable energy statistics including cumulative installed capacities (in MW) for various sources like solar, wind, hydro, and bio-power. The dataset reflects renewable energy progress across Indian states.","Ministry of New and Renewable Energy, Government of India",https://akshayurja.gov.in/res/renw-all-india-cp,2025-08-23 00:00:00,2025-09-25 00:00:00,304,"Structured dataset showing monthly cumulative renewable energy capacity by state and source type. Useful for energy policy tracking, renewable adoption studies, and state-level performance comparison."
Rainfall,watersheds_in_india,"year, indicator, sub_indicator, river_length, sub_basin, value","Comprehensive dataset on Indian watersheds providing annual statistics related to river basins, sub-basins, and water indicators across states and districts. Supports hydrological analysis and watershed management research.","National Water Informatics Centre (NWIC), Ministry of Jal Shakti, Government of India",https://www.data.gov.in/resource/daily-district-wise-rainfall-data#api,2025-10-22 00:00:00,2025-10-22 00:00:00,846,"Structured dataset representing watershed and hydrological parameters across India. Useful for rainfall correlation, river basin assessment, and water resource planning."
Rainfall,annual_mean_temperature,"year, indicator, unit, period, value","Annual mean temperature data providing long-term climate trends across India. The dataset includes temperature indicators and values for specific periods, supporting climate monitoring and environmental analysis.","National Spatial Reference Centre (NSRC), Ministry of Earth Sciences, Government of India",https://www.data.gov.in/resource/daily-district-wise-rainfall-data#api,2025-10-22 00:00:00,2025-10-22 00:00:00,10,"Structured climate dataset showing annual average temperatures, useful for studying temperature variability, climate change patterns, and correlation with rainfall trends."
Rainfall,fish_production_yearly,"year, indicator, unit, state, value","Annual fish production statistics across Indian states, showing total output in specified units. The dataset helps track trends in fisheries output and supports resource management and policy evaluation in the aquaculture sector.","National Spatial Reference Centre (NSRC), Ministry of Earth Sciences, Government of India",https://www.data.gov.in/resource/daily-district-wise-rainfall-data#api,2025-10-22 00:00:00,2025-10-22 00:00:00,74,"Structured statewise dataset on annual fish production, useful for analyzing regional variations in fisheries performance, resource utilization, and sustainability patterns alongside climatic and rainfall data."
Rainfall,river_basin_catchment,"year, indicator, unit, sub_indicator, river, value","Annual statistics on river basin and catchment characteristics across India, including indicators related to water resources, basin size, and hydrological parameters. Provides essential data for watershed management, hydrology studies, and climate impact assessments.","National Spatial Reference Centre (NSRC), Ministry of Earth Sciences, Government of India",https://www.data.gov.in/resource/daily-district-wise-rainfall-data#api,2025-10-22 00:00:00,2025-10-22 00:00:00,25,"Structured dataset representing river-wise and basin-level metrics such as catchment areas and hydrological indicators. Useful for environmental monitoring, rainfall-runoff analysis, and water resource planning."
Rainfall,coastline_population_and_length,"year, indicator, state, sub_indicator, value","Annual dataset detailing coastline length and coastal population statistics for Indian states and union territories. It provides insight into coastal demographics and geographical extent, useful for environmental planning, marine studies, and disaster risk assessment.","National Spatial Reference Centre (NSRC), Ministry of Earth Sciences, Government of India",https://www.data.gov.in/resource/daily-district-wise-rainfall-data#api,2025-10-22 00:00:00,2025-10-22 00:00:00,26,"Structured dataset containing state-wise coastline length and population metrics, valuable for analyzing coastal density, marine resource management, and climate resilience planning."
Rainfall,faunal_diversity,"indicator, unit, sub_indicator, phylum, value","Dataset presenting statistics on India’s faunal diversity across various phyla, including species count and classification indicators. Useful for biodiversity assessment, ecological studies, and conservation planning.","National Spatial Reference Centre (NSRC), Ministry of Earth Sciences, Government of India",https://www.data.gov.in/resource/daily-district-wise-rainfall-data#api,2025-10-22 00:00:00,2025-10-22 00:00:00,336,"Structured biodiversity dataset providing phylum-wise faunal diversity metrics, valuable for understanding ecological composition, environmental monitoring, and sustainable resource management."
Labour,lpfr_state_age,"rural_male, rural_female, rural_person, urban_male, urban_female, urban_person, total_male, total_female, total_person, age_group, start_month, end_month, year, released_on, data_source, state","State-wise Labour Force Participation Rate (LFPR) segmented by age group, gender, and sector (rural/urban) based on the Periodic Labour Force Survey (PLFS) 2023-24.",Ministry of Statistics and Programme Implementation (MOSPI),https://esankhyiki.mospi.gov.in/macroindicators-main/macroindicators?product=plfs,2025-08-11 00:00:00,2025-08-11 00:00:00,69,"Structured dataset from MOSPI’s Periodic Labour Force Survey providing insights into labour participation across states, age groups, and gender divisions. Useful for labour market analysis, gender parity evaluation, and employment policy design."
Labour,wpr_state_age,"rural_male, rural_female, rural_person, urban_male, urban_female, urban_person, total_male, total_female, total_person, age_group, start_month, end_month, year, released_on, data_source, state","State-wise Worker Population Ratio (WPR) segmented by age group, gender, and sector (rural/urban) based on the Periodic Labour Force Survey (PLFS) 2023-24.",Ministry of Statistics and Programme Implementation (MOSPI),https://esankhyiki.mospi.gov.in/macroindicators-main/macroindicators?product=plfs,2025-08-11 00:00:00,2025-08-11 00:00:00,69,"Structured dataset from MOSPI’s Periodic Labour Force Survey providing Worker Population Ratio (WPR) across states, age groups, and gender categories. Useful for labour utilization analysis, employment trends, and workforce planning."
Labour,ur_state_age,"rural_male, rural_female, rural_person, urban_male, urban_female, urban_person, total_male, total_female, total_person, age_group, start_month, end_month, year, released_on, data_source, state","State-wise Unemployment Rate (UR) segmented by age group, gender, and sector (rural/urban) from the Periodic Labour Force Survey (PLFS) 2023-24.",Ministry of Statistics and Programme Implementation (MOSPI),https://esankhyiki.mospi.gov.in/macroindicators-main/macroindicators?product=plfs,2025-08-11 00:00:00,2025-08-11 00:00:00,69,"Structured dataset from MOSPI’s Periodic Labour Force Survey (PLFS) providing Unemployment Rate (UR) across states, age groups, and gender categories. Useful for labour market analysis, policy formulation, and tracking employment challenges across demographic segments."
Labour,cpi_iw_point_to_point_inflation,"id, base_year, year, month, point_to_point_inflation, data_source","Monthly point-to-point inflation data from the Consumer Price Index for Industrial Workers (CPI-IW), providing national and state/centre-level insights on inflation trends.","Labour Bureau, Ministry of Labour and Employment, Government of India",https://labourbureau.gov.in/dashboards,2025-08-23 00:00:00,2025-09-25 00:00:00,58,"Structured dataset from the CPI-IW dashboard covering monthly point-to-point inflation rates based on the 2016 base year, spanning 2020–2025 (June). Includes both national and centre-level indices with statewise mapping, supporting economic and wage indexation analysis."
Labour,cpi_iw_centre_index,"base_year, state, centre, year, month, index, data_source",Centre-wise Consumer Price Index for Industrial Workers (CPI-IW) values providing detailed monthly inflation index data at the state and centre level.,"Labour Bureau, Ministry of Labour and Employment, Government of India",https://labourbureau.gov.in/dashboards,2025-08-23 00:00:00,2025-09-25 00:00:00,5248,"Structured dataset from the CPI-IW dashboard (base year 2016) covering monthly centre-wise inflation index data for all states and union territories from 2020 to June 2025. Provides granular insights beyond the Economic Survey data, including linking factors and centre-level variations."
MSME,msme_employees_share_by_sector_view,"heading, region, country, subregion, year, value, source, data_upload_date", ,Asian Development Bank / ERDI,https://data.adb.org/dataset/2023-asia-small-and-medium-sized-enterprise-monitor,2023-10-24 00:00:00,2025-07-02 00:00:00,175,GDP contribution of MSMEs by region/subregion and country within Asia
Digital payments,upi_mth_stats,"year, month, volume_millions, value_crores, released_on, updated_on, data_source","Monthly statistics of Unified Payments Interface (UPI) transactions in India, showing total transaction volume (in millions) and value (in crores) from 2021 to August 2025.",National Payments Corporation of India (NPCI),https://www.npci.org.in/statistics/monthly-metrics,2025-08-11 00:00:00,2025-08-11 00:00:00,55,"Structured dataset providing month-wise UPI performance metrics, useful for analyzing digital payment adoption trends, transaction growth, and financial inclusion patterns across India."
Digital payments,upi_dly_stats,"year, month, day_num, volume_millions, value_cr, date_stamp, data_source, released_on, updated_on","Daily Unified Payments Interface (UPI) transaction statistics for India, showing transaction volume (in millions) and value (in crore INR) from 2021 to August 2025.",National Payments Corporation of India (NPCI),https://www.npci.org.in/statistics/monthly-metrics,2025-08-11 00:00:00,2025-08-11 00:00:00,1572,"Structured daily dataset providing detailed insights into UPI transaction patterns, enabling granular analysis of payment activity, digital adoption, and financial behavior across time."
Digital payments,upi_mth_failures,"year, month, issuer_bank_name, total_volume_millions, approved_percentage, bd_percentage, td_percentage, data_source, released_on, updated_on","Monthly statistics on UPI transaction performance across issuer banks, detailing total volume, approval rates, and failure causes such as business decline (BD) and technical decline (TD) percentages. Covers data from 2021 to August 2025.",National Payments Corporation of India (NPCI),https://www.npci.org.in/statistics/monthly-metrics,2025-08-11 00:00:00,2025-08-11 00:00:00,2300,"Structured dataset showing monthly UPI transaction success and failure metrics by issuer bank, enabling analysis of transaction reliability, system efficiency, and payment performance trends across financial institutions."
State Economic Survey,construct_state_cement_indicators_view,"state, category, subcategory, value, data_source, released_on, updated_on","State-wise indicators on construction and real estate performance, derived from cement industry statistics. Captures key metrics on cement production, dispatch, and consumption across Indian states for FY24.",Cement Manufacturers Association (CMA) Dashboard,https://www.cmaindia.org/dashboardnew,2025-08-11 00:00:00,2025-08-11 00:00:00,540,"Structured dataset presenting state-level cement industry indicators for FY24, reflecting construction activity, industrial demand, and real estate sector performance trends across India."
Finance_and_Industry,fdi_state_qtr_view,"fiscal_year, fiscal_quarter, state_name, fdi_inr_crore, fdi_usd_million, fdi_percent",Quarterly FDI statistics by state with derived fiscal year and fiscal quarter fields.,DPIIT,https://dpiit.gov.in/publications/fdi-statistics,2025-09-25 00:00:00,2025-09-25 00:00:00,165,"Derived from fdi_india_qtr_state; provides fiscal context for analyzing state-wise quarterly FDI inflows in INR, USD, and percentage terms."
CPI,cpi_state_mth_grp_view,"base_year, year, month, month_numeric, state, sector, group_name, inflation_index, inflation_rate, released_on, updated_on, data_source, date_stamp, fiscal_year",State-level CPI monthly group data derived from cpi_state_mth_subgrp where sub_group_name = '*' and state <> 'All India'.,MoSPI - Price Statistics Division,https://esankhyiki.mospi.gov.in/macroindicators?product=cpi,2025-06-12 00:00:00,2025-10-31 20:20:35.101046,216435,"Provides monthly Consumer Price Index (CPI) data by state and group, excluding All India aggregates. Derived from cpi_state_mth_subgrp, this view focuses on broader group-level inflation trends for each state."
Labour,cws_industry_distribution_state,"state, agriculture_sector, secondary_sector_along_with_mining_and_quarrying, tertiary_sector, all_sector, age_group, gender, area_type, start_month, end_month, year, released_on, data_source","State-wise distribution of workers by industry sector (agriculture, secondary including mining and quarrying, tertiary) as per the Current Weekly Status (CWS) estimates. Data includes breakdown by age group, gender, and area type (rural/urban) for multiple time periods from 2020 to 2025.","Labour Bureau, Ministry of Labour & Employment, Government of India",https://labourbureau.gov.in/dashboards,2025-09-25 00:00:00,2025-09-25 00:00:00,207,"Structured dataset providing state-level employment distribution across industry sectors, useful for labour market analysis, state economic profiling, and workforce planning by demographic and sectoral characteristics."
Macro-economic aggregates,wpi_india_mth_catg,"commodity_group, sub_group, commodity_category, commodity_category_sub_group, commodity_name, commodity_weight, month, year, wpi_inflation, wpi_index, month_numeric, fiscal_year","Monthly Wholesale Price Index (WPI) data for India categorized by commodity group, sub-group, and item-level categories. Includes corresponding weights, index values, and inflation rates for each category as published by the Reserve Bank of India.",Reserve Bank of India (RBI) – Database on Indian Economy (DBIE),https://data.rbi.org.in/#/dbie/home,2025-08-11 00:00:00,2025-08-11 00:00:00,18249,"Structured dataset offering granular WPI trends across commodity groups, useful for inflation analysis, price movement tracking, and macroeconomic policy assessments. Covers data from 2010 to 2025 with fiscal year alignment."
CPI,whole_sale_price_index_cal,"year, commodity_name, index_value",,Ministry of Commerce & Industry,https://eaindustry.nic.in/download_data_1112.asp,2024-05-01 00:00:00,2025-04-01 00:00:00,9449,Month-wise WPI dataset for granular inflation diagnostics.
GDP,india_fy_gdp_expenditure_component_view,"year, component,value_in_cr_const, growth_rate_const, value_in_cr_current, growth_rate_current  ", ,MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-06-20 00:00:00,112,"Contains annual GDP estimates by expenditure components. Includes GDP values at constant and current prices, along with GVA growth rates. Flags indicate sectoral classification (primary, secondary, tertiary), and whether the item is a GVA component, GDP value, or expenditure element. Used for constructing GDP from both production and expenditure approaches. Includes metadata for last update date"
GDP,india_fy_gdp_all_sectors_view,"fiscal_year, item, value_in_cr_const, growth_rate_const,value_in_cr_current, growth_rate_current, data_updated_date","",MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-06-20 00:00:00,154,"Contains annual GDP estimates by sector and expenditure components. Includes GDP values at constant and current prices, along with GVA growth rates. Flags indicate sectoral classification (primary, secondary, tertiary), and whether the item is a GVA component, GDP value, or expenditure element. Used for constructing GDP from both production and expenditure approaches. Includes metadata for last update date"
GDP,india_fy_gdp_others_view,"fiscal_year, item, value_in_cr_const, growth_rate_const,value_in_cr_current, growth_rate_current, data_updated_date","",MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-06-20 00:00:00,364,"Contains annual GDP estimates by sector and expenditure components. Includes GDP values at constant and current prices, along with GVA growth rates. Flags indicate sectoral classification (primary, secondary, tertiary), and whether the item is a GVA component, GDP value, or expenditure element. Used for constructing GDP from both production and expenditure approaches. Includes metadata for last update date"
GDP,gdp_india_fy_percapita_view,"fiscal_year, item, value_in_cr_const, growth_rate_const,value_in_cr_current, growth_rate_current, data_updated_date","",MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-06-20 00:00:00,44,"Contains annual GDP estimates by sector and expenditure components. Includes GDP values at constant and current prices, along with GVA growth rates. Flags indicate sectoral classification (primary, secondary, tertiary), and whether the item is a GVA component, GDP value, or expenditure element. Used for constructing GDP from both production and expenditure approaches. Includes metadata for last update date"
GDP,state_fy_gdp_summary_view,"fiscal_year , state, gsva_constant_in_lakhs, gsva_current_in_lakhs, gsdp_constant_in_lakhs, gsdp_current_in_lakhs,gsdp_current_yoy_percent, gsdp_constant_yoy_percent, ","Auto-added metadata for new table replacing gdp_actuals_summary. Contains detailed state-level GSVA, GSDP, and per capita income data at both constant and current prices.",MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-10-31 00:00:00,448,"Provides comprehensive annual economic output metrics for each Indian state, including GSVA and GSDP at constant and current prices, population estimates, per capita income, and year-on-year growth rates. Derived from state-level national accounts data for fiscal analysis."
GDP,state_fy_percapita_gsdp_summary_view,"fiscal_year , state, population,per_capita_gsdp_constant, per_capita_gsdp_current ","Auto-added metadata for new table replacing gdp_actuals_summary. Contains detailed state-level GSVA, GSDP, and per capita income data at both constant and current prices.",MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-10-31 00:00:00,448,"Provides comprehensive annual economic output metrics for each Indian state, including GSVA and GSDP at constant and current prices, population estimates, per capita income, and year-on-year growth rates. Derived from state-level national accounts data for fiscal analysis."
Agriculture and Rural,rain_india_mth_view,"year,unit, month, value, month_numeric","Monthly and annual rainfall statistics for India, providing aggregated precipitation data across all states and union territories. Useful for studying long-term rainfall trends, seasonal variability, and climate change patterns.","National Spatial Reference Centre (NSRC), Ministry of Earth Sciences, Government of India",https://www.data.gov.in/resource/daily-district-wise-rainfall-data#api,2025-10-22 00:00:00,2025-10-22 00:00:00,24,"Provides comprehensive annual economic output metrics for each Indian state, including GSVA and GSDP at constant and current prices, population estimates, per capita income, and year-on-year growth rates. Derived from state-level national accounts data for fiscal analysis."
Agriculture and Rural,rain_india_yr_view,"year,unit, value","Monthly and annual rainfall statistics for India, providing aggregated precipitation data across all states and union territories. Useful for studying long-term rainfall trends, seasonal variability, and climate change patterns.","National Spatial Reference Centre (NSRC), Ministry of Earth Sciences, Government of India",https://www.data.gov.in/resource/daily-district-wise-rainfall-data#api,2025-10-22 00:00:00,2025-10-22 00:00:00,24,"Provides comprehensive annual economic output metrics for each Indian state, including GSVA and GSDP at constant and current prices, population estimates, per capita income, and year-on-year growth rates. Derived from state-level national accounts data for fiscal analysis."
Agriculture and Rural,rain_district_mth_view,"year,month, state, district, monthly_total_rainfall_mm","Daily district-wise rainfall data across all Indian states and union territories from 2018 to 2025. Includes average rainfall (in millimeters) and reporting agency details, supporting detailed hydrological and climate analysis.","National Spatial Reference Centre (NSRC), Ministry of Earth Sciences, Government of India",https://www.data.gov.in/resource/daily-district-wise-rainfall-data#api,2025-10-22 00:00:00,2025-10-22 00:00:00,5072,"Provides comprehensive annual economic output metrics for each Indian state, including GSVA and GSDP at constant and current prices, population estimates, per capita income, and year-on-year growth rates. Derived from state-level national accounts data for fiscal analysis."
Agriculture and Rural,rain_district_yr_view,"year,state, district, yearly_total_rainfall_mm","Daily district-wise rainfall data across all Indian states and union territories from 2018 to 2025. Includes average rainfall (in millimeters) and reporting agency details, supporting detailed hydrological and climate analysis.","National Spatial Reference Centre (NSRC), Ministry of Earth Sciences, Government of India",https://www.data.gov.in/resource/daily-district-wise-rainfall-data#api,2025-10-22 00:00:00,2025-10-22 00:00:00,600,"Provides comprehensive annual economic output metrics for each Indian state, including GSVA and GSDP at constant and current prices, population estimates, per capita income, and year-on-year growth rates. Derived from state-level national accounts data for fiscal analysis."
CPI,cpi_mth_item,"base_year, year, month, month_numeric, item, inflation_index, inflation,status, fiscal_yr, released_on, updated_on, data_source, date_stamp, fiscal_year",All-India monthly CPI Item-level,MoSPI - Price Statistics Division,https://esankhyiki.mospi.gov.in/macroindicators?product=cpi,2025-11-12 00:00:00,2025-11-12 00:00:00,41262,Provides all-India monthly CPI at Item level to represent national-level CPI indicators.
CPI,cpi_iw_retail_price_index,"base_year, year, month, group, sub_group, item, index, data_source",All-India monthly CPI for Industrial Workers at Item-level,Ministry of Labour & Employment,https://labourbureau.gov.in/retail-price-index,2025-11-12 00:00:00,2025-11-12 00:00:00,27433,Provides all-India monthly CPI at Item level for Industrial Workers 
"Agriculture, Forestry and Rural Development",production_of_major_crops,"group_name, commodity_name, year, value_million_tonnes, updated_on",Production statistics of major agricultural crops from the NSS 77th Round Situation Assessment Survey. Includes crop-wise annual production volumes in million tonnes.,Ministry of Statistics and Programme Implementation (MOSPI),https://esankhyiki.mospi.gov.in/macroindicators-main/macroindicators?product=nss77,2025-08-11 00:00:00,2025-08-11 00:00:00,440,"Structured dataset useful for analyzing India’s agricultural output across major crop groups. Supports policy analysis, food security planning, and crop production trend assessment under the Situation Assessment of Agricultural Households (77th Round)."
GDP,gdp_india_qtr_allsector_estimates_dtls_view,"year,quarter,item,value_in_cr_const,growth_rate_const,value_in_cr_current,growth_rate_current,data_updated_date",Quarterly GDP item-level for all sectors,MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-10-31 17:13:36.060583,1197,"Contains detailed quarterly GDP estimates at India level with current and constant values by item for all sectors, Used for constructing GDP and analyzing short-term economic performance."
